feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,class_0,class_1,class_2
5.6310268074029874,1.0826052939758557,-0.4905960220685572,4.197869147880056,-1.7066140100069696,-0.1437503096101046,-1.1869072798159221,4.534125573486196,-0.9701948705898025,-3.2078838848912,5.639407005503917,3.282930444650793,0,0,1
0.34804216903085894,0.8207480009578468,-0.4879511921418099,-1.4384681167859565,1.4808902897892435,-0.43896384488214957,-0.07802549927024048,2.9163536168185926,-2.076534772489048,-4.101546047399864,2.705034587511347,-1.2331253287732313,1,0,0
4.495378677310467,0.8765905927851518,3.1951550576890875,2.9646863209883527,2.1231794999033906,2.5807187531383167,-0.40564962127866283,2.4361532174634037,-0.4126686170959686,-0.9220888835787943,3.242002101189022,-0.13119786161649505,0,0,1
0.018347171633628312,0.49313035652693227,0.4618882678394233,0.6776451158552181,1.7370811528503474,-1.3639084265810557,0.47282715492940086,1.7969770345977945,1.3249585184916666,-4.509648913085771,1.2503285788593468,-3.451930141295417,1,0,0
1.1389939536914502,-3.253143871843872,0.6051760553669455,2.3687476694048284,1.5093908252614727,-0.6670435509608913,-1.4332870705809797,1.0225570754563755,1.8988048770665902,0.6367361413492594,-4.5083335834376355,-0.7859496574653213,0,0,1
3.9561662259375163,1.8702651392298013,-1.5944125764412853,1.9736376951951893,0.2836721129774909,0.9318953657622118,-0.5955256725918578,2.793347599853335,-0.9274589911350202,-1.6020649307232446,4.487490357130562,0.8551139074423798,0,0,1
2.80085019261757,3.540315695855618,-0.4990797587059835,-2.2746309406743457,1.9942148965741457,3.813522512491959,1.9164930184902442,-1.4267653202132986,-1.7728541300204985,2.385774445321876,7.154577336969145,2.350621385054884,1,0,0
-0.6113224678366751,2.888593490707156,-0.7947775910490139,-0.6304107397656934,-0.46660537348459347,-0.4787448641289942,-0.3540833662482318,0.23437422207150294,-1.1384057179623626,-2.6073887112044116,1.6724504371603217,-3.5459924821590394,1,0,0
2.0498550751002496,3.735850284712963,-0.8441423552332028,-1.5229740322354388,-0.0961416845493423,-0.14525669608568137,-0.6089732700197282,-1.5566890571452516,-0.5087327278351705,-0.5742862561405591,5.53560992902237,-0.3691610750566918,1,0,0
3.2516611275456633,-1.7925619912303232,0.23596874052872063,0.653954808766819,0.8671206075092813,0.9465067506061482,-0.14928393962023379,-1.534339814615573,-1.6275688309269936,-1.5096442491127013,1.5942226666882913,1.3149322686461289,0,1,0
3.410091956142345,-4.8204962877255,-1.0045613280149355,-1.0105959484611808,7.571275158498747,4.364044719954892,-0.8049516192992897,3.4911100621277282,-1.9533493901937775,-0.5039912513537361,1.5072147877231632,3.4458631556299446,1,0,0
1.2340938837816982,2.2083393675272003,0.8947545765248072,-1.7300635326714522,-0.017479179501112038,0.9759417485549657,0.7329392371287647,0.27080012643370177,-3.2841508570078872,-0.4784082626542957,2.6581675972962735,-0.34826796578305863,1,0,0
0.1249074234889972,1.102699869050681,-1.3450087556155,-1.2514926922837528,1.3836464268155593,-1.9154211851312142,-1.272492135367949,-0.620235768690705,2.373364834618354,-0.027898438768201528,0.8527129709326485,-1.6362169307937395,0,1,0
-4.836604470410707,-3.850121764248595,1.2833343994046935,1.3895580944507875,-1.973805461484417,-3.808759131591819,0.6664617075854008,1.7613756031042285,3.362285797753858,-0.3719954724325111,-7.558961654215659,-0.4523812465696839,0,0,1
-1.086570556727008,3.046089346930891,-0.2561020069142284,-2.5395964215565687,-1.5693873495316837,-1.537405732429316,-1.9573993676726746,-0.45607032300978223,-3.5905496589691466,-1.2654241596342382,-1.1935061060428007,-4.641489384991305,1,0,0
0.5603577533060428,0.39167047143123734,0.17913060178427564,0.5984325494217508,-1.0813379118771302,0.8704000089739986,0.933640850867665,-0.6002278814803321,-3.581294975631816,-2.5797436383785097,-0.5922716933423965,-2.572359543364485,1,0,0
-2.7148802247782213,1.4412052493867087,0.7842188395044833,-1.1609048024586048,-1.7429185515032428,-0.8167030688405011,-0.3439434175755665,-0.7533313866697433,1.6003130086624187,-2.6214489816872515,5.245301533992455,2.5524343513568883,0,0,1
2.5764171411873042,-0.28673052934346643,1.169525128099512,2.7666986948715246,-0.7047548610097345,-1.1993516365750023,0.2687207909719585,3.701724547804501,0.13517918698077314,-1.0415853766343244,-0.3499145160003061,0.3817892354823832,0,0,1
0.9931519245064012,1.2156146679395345,0.7601935552997002,1.8330063722298222,0.42777509227378246,2.92167402871349,2.170476327601657,-0.22499924498846502,-1.4501080444382515,-0.6344868272659611,0.7629198043039344,-2.070886524019481,1,0,0
0.15165789901791815,-0.6201285548526977,1.2856399186701566,-1.9004288789905366,-1.1180481314009971,-2.6127935122818577,1.3626225597493196,-0.11440115373786153,-0.9207677702800737,-0.8659220551485951,0.2128930463229235,1.4227728558765569,0,1,0
-1.5957123407163651,-1.617381067028493,0.0757914484930478,-3.1558122726819335,2.5280744315043413,0.0685960998516324,-0.7247339424305075,-2.379263408059116,0.8784827932322428,-0.04129261501768133,0.7380457234867065,0.9046518768914552,0,1,0
